cluster_id,satellite_image_available,predicted_landcover_class,prediction_confidence,image_date,cloud_cover,image_source,observation_status,satellite_item_id
1342,False,UNKNOWN,,2026-08-22,54.933995,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 54.9%, threshold: 30.0%)",S2A_MSIL2A_20260817T051241_R019_T43PGL_20260817T101210
1343,False,UNKNOWN,,2026-08-22,54.933995,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 54.9%, threshold: 30.0%)",S2A_MSIL2A_20260817T051241_R019_T43PGL_20260817T101210
1344,False,UNKNOWN,,2026-08-22,54.933995,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 54.9%, threshold: 30.0%)",S2A_MSIL2A_20260817T051241_R019_T43PGL_20260817T101210
1345,False,UNKNOWN,,2026-08-22,70.194674,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 70.2%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGN_20260820T085718
1346,False,UNKNOWN,,2026-08-22,86.289233,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.3%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PHN_20260820T085718
1347,False,UNKNOWN,,2026-08-22,86.289233,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.3%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PHN_20260820T085718
1348,True,SeaLake,0.9975,2026-08-27T04:56:59.024000Z,22.399519,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 1.00),S2B_MSIL2A_20260827T045659_R119_T44PLU_20260827T084453
1349,False,UNKNOWN,,2026-08-22,94.763255,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 94.8%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T44PKU_20260820T085718
1350,False,UNKNOWN,,2026-08-22,77.868724,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 77.9%, threshold: 30.0%)",S2C_MSIL2A_20260818T051651_R062_T43PGS_20260818T101620
1351,True,Pasture,0.4316,2026-08-17T05:46:31.024000Z,10.562417,Sentinel-2_L2A,Satellite CNN prediction: Pasture (confidence: 0.43),S2C_MSIL2A_20260817T054631_R048_T42RXR_20260817T085418
1352,True,AnnualCrop,0.5166,2026-08-17T05:46:31.024000Z,10.562417,Sentinel-2_L2A,Satellite CNN prediction: AnnualCrop (confidence: 0.52),S2C_MSIL2A_20260817T054631_R048_T42RXR_20260817T085418
1353,False,UNKNOWN,,2026-08-22,84.364516,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 84.4%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PHL_20260820T085718
1354,False,UNKNOWN,,2026-08-22,30.094135,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 30.1%, threshold: 30.0%)",S2A_MSIL2A_20260817T051241_R019_T43PHL_20260817T101210
1355,True,SeaLake,0.9779,2026-08-27T04:56:59.024000Z,19.664714,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.98),S2B_MSIL2A_20260827T045659_R119_T44PKR_20260827T084453
1356,True,SeaLake,0.9257,2026-08-27T04:56:59.024000Z,19.664714,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.93),S2B_MSIL2A_20260827T045659_R119_T44PKR_20260827T084453
1357,True,AnnualCrop,0.8585,2026-08-22T04:05:39.024000Z,23.410837,Sentinel-2_L2A,Satellite CNN prediction: AnnualCrop (confidence: 0.86),S2B_MSIL2A_20260822T040539_R047_T46RGR_20260822T060623
1358,True,PermanentCrop,0.5661,2026-08-22T04:05:39.024000Z,23.410837,Sentinel-2_L2A,Satellite CNN prediction: PermanentCrop (confidence: 0.57),S2B_MSIL2A_20260822T040539_R047_T46RGR_20260822T060623
1359,False,UNKNOWN,,2026-08-22,86.778092,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.8%, threshold: 30.0%)",S2B_MSIL2A_20260824T044659_R076_T45QUF_20260824T082928
1360,False,UNKNOWN,,2026-08-22,86.778092,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.8%, threshold: 30.0%)",S2B_MSIL2A_20260824T044659_R076_T45QUF_20260824T082928
1361,False,UNKNOWN,,2026-08-22,69.353038,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 69.4%, threshold: 30.0%)",S2B_MSIL2A_20260821T043659_R033_T45QVG_20260821T082129
1362,False,UNKNOWN,,2026-08-22,67.577857,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 67.6%, threshold: 30.0%)",S2A_MSIL2A_20260817T051241_R019_T44PKS_20260817T101210
1363,True,River,0.3444,2026-08-21T05:26:41.025000Z,21.205589,Sentinel-2_L2A,Satellite CNN prediction: River (confidence: 0.34),S2C_MSIL2A_20260821T052641_R105_T43RGM_20260821T102216
1364,False,UNKNOWN,,2026-08-22,96.506459,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 96.5%, threshold: 30.0%)",S2B_MSIL2A_20260827T045659_R119_T44QQK_20260827T084453
1365,False,UNKNOWN,,2026-08-22,98.457193,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 98.5%, threshold: 30.0%)",S2B_MSIL2A_20260827T045659_R119_T44QPK_20260827T084453
1366,False,UNKNOWN,,2026-08-22,90.865403,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 90.9%, threshold: 30.0%)",S2B_MSIL2A_20260824T044659_R076_T45QVG_20260824T082928
1367,False,UNKNOWN,,2026-08-22,48.791593,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 48.8%, threshold: 30.0%)",S2C_MSIL2A_20260824T053641_R005_T43RDH_20260824T102214
1368,False,UNKNOWN,,2026-08-22,81.545222,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 81.5%, threshold: 30.0%)",S2C_MSIL2A_20260825T050651_R019_T44PKC_20260825T100208
1369,False,UNKNOWN,,2026-08-22,92.603332,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 92.6%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGM_20260820T085718
1370,False,UNKNOWN,,2026-08-22,92.603332,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 92.6%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGM_20260820T085718
1371,False,UNKNOWN,,2026-08-22,70.194674,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 70.2%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGN_20260820T085718
1372,True,SeaLake,0.6571,2026-08-27T04:56:59.024000Z,13.948886,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.66),S2B_MSIL2A_20260827T045659_R119_T44PKT_20260827T084453
1373,False,UNKNOWN,,2026-08-22,70.194674,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 70.2%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGN_20260820T085718
1374,False,UNKNOWN,,2026-08-22,72.268069,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 72.3%, threshold: 30.0%)",S2C_MSIL2A_20260824T053641_R005_T43RCH_20260824T102214
1375,False,UNKNOWN,,2026-08-22,97.916961,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 97.9%, threshold: 30.0%)",S2B_MSIL2A_20260819T053639_R005_T43QBD_20260819T091716
1376,False,UNKNOWN,,2026-08-22,83.092177,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 83.1%, threshold: 30.0%)",S2C_MSIL2A_20260824T053641_R005_T43QBF_20260824T102214
1377,False,UNKNOWN,,2026-08-22,54.933995,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 54.9%, threshold: 30.0%)",S2A_MSIL2A_20260817T051241_R019_T43PGL_20260817T101210
1378,False,UNKNOWN,,2026-08-23,64.372116,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.4%, threshold: 30.0%)",S2B_MSIL2A_20260822T040539_R047_T47RKL_20260822T060623
1379,False,UNKNOWN,,2026-08-23,40.509483,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 40.5%, threshold: 30.0%)",S2B_MSIL2A_20260822T040539_R047_T46RGS_20260822T060623
1380,False,UNKNOWN,,2026-08-23,45.20781,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 45.2%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGK_20260820T085718
1381,False,UNKNOWN,,2026-08-23,84.364516,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 84.4%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PHL_20260820T085718
1382,False,UNKNOWN,,2026-08-23,86.289233,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.3%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PHN_20260820T085718
1383,False,UNKNOWN,,2026-08-23,66.474438,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 66.5%, threshold: 30.0%)",S2B_MSIL2A_20260827T045659_R119_T44PLV_20260827T084453
1384,False,UNKNOWN,,2026-08-23,66.474438,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 66.5%, threshold: 30.0%)",S2B_MSIL2A_20260827T045659_R119_T44PLV_20260827T084453
1385,False,UNKNOWN,,2026-08-23,73.595357,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 73.6%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGS_20260820T085718
1386,False,UNKNOWN,,2026-08-23,73.595357,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 73.6%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGS_20260820T085718
1387,False,UNKNOWN,,2026-08-23,46.383104,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 46.4%, threshold: 30.0%)",S2B_MSIL2A_20260826T052639_R105_T43QDA_20260826T091619
1388,False,UNKNOWN,,2026-08-23,96.37242,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 96.4%, threshold: 30.0%)",S2B_MSIL2A_20260827T045659_R119_T44QNJ_20260827T084453
1389,False,UNKNOWN,,2026-08-23,96.37242,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 96.4%, threshold: 30.0%)",S2B_MSIL2A_20260827T045659_R119_T44QNJ_20260827T084453
1390,False,UNKNOWN,,2026-08-23,45.20781,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 45.2%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGK_20260820T085718
1391,True,SeaLake,0.7594,2026-08-20T05:06:49.024000Z,21.059443,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.76),S2B_MSIL2A_20260820T050649_R019_T43PHK_20260820T085718
1392,True,SeaLake,0.7363,2026-08-20T05:06:49.024000Z,21.059443,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.74),S2B_MSIL2A_20260820T050649_R019_T43PHK_20260820T085718
1393,False,UNKNOWN,,2026-08-23,87.593836,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 87.6%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGL_20260820T085718
1394,False,UNKNOWN,,2026-08-23,87.593836,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 87.6%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGL_20260820T085718
1395,False,UNKNOWN,,2026-08-23,87.593836,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 87.6%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGL_20260820T085718
1396,False,UNKNOWN,,2026-08-23,87.593836,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 87.6%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGL_20260820T085718
1397,False,UNKNOWN,,2026-08-23,87.593836,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 87.6%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGL_20260820T085718
1398,False,UNKNOWN,,2026-08-23,84.364516,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 84.4%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PHL_20260820T085718
1399,False,UNKNOWN,,2026-08-23,84.364516,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 84.4%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PHL_20260820T085718
1400,False,UNKNOWN,,2026-08-23,92.603332,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 92.6%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGM_20260820T085718
1401,False,UNKNOWN,,2026-08-23,98.025936,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 98.0%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PHM_20260820T085718
1402,False,UNKNOWN,,2026-08-23,70.194674,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 70.2%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGN_20260820T085718
1403,False,UNKNOWN,,2026-08-23,47.66117,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 47.7%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T44PLA_20260820T085718
1404,False,UNKNOWN,,2026-08-23,62.923777,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 62.9%, threshold: 30.0%)",S2C_MSIL2A_20260825T050651_R019_T44PKB_20260825T100208
1405,False,UNKNOWN,,2026-08-23,81.545222,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 81.5%, threshold: 30.0%)",S2C_MSIL2A_20260825T050651_R019_T44PKC_20260825T100208
1406,False,UNKNOWN,,2026-08-23,98.472559,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 98.5%, threshold: 30.0%)",S2B_MSIL2A_20260822T054629_R048_T42QXL_20260822T075335
1407,False,UNKNOWN,,2026-08-23,89.111507,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 89.1%, threshold: 30.0%)",S2B_MSIL2A_20260821T043659_R033_T45QWG_20260821T082129
1408,False,UNKNOWN,,2026-08-23,90.865403,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 90.9%, threshold: 30.0%)",S2B_MSIL2A_20260824T044659_R076_T45QVG_20260824T082928
1409,False,UNKNOWN,,2026-08-23,90.865403,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 90.9%, threshold: 30.0%)",S2B_MSIL2A_20260824T044659_R076_T45QVG_20260824T082928
1410,True,AnnualCrop,0.5911,2026-08-22T04:05:39.024000Z,23.410837,Sentinel-2_L2A,Satellite CNN prediction: AnnualCrop (confidence: 0.59),S2B_MSIL2A_20260822T040539_R047_T46RGR_20260822T060623
1411,False,UNKNOWN,,2026-08-23,85.739434,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 85.7%, threshold: 30.0%)",S2A_MSIL2A_20260823T053241_R105_T43RFQ_20260823T122218
1412,True,AnnualCrop,0.9127,2026-08-24T05:36:41.025000Z,18.564437,Sentinel-2_L2A,Satellite CNN prediction: AnnualCrop (confidence: 0.91),S2C_MSIL2A_20260824T053641_R005_T43SES_20260824T102214
1413,False,UNKNOWN,,2026-08-23,64.983511,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 65.0%, threshold: 30.0%)",S2B_MSIL2A_20260819T053639_R005_T43RDK_20260819T091716
1414,True,Highway,0.7341,2026-08-21T05:26:41.025000Z,21.205589,Sentinel-2_L2A,Satellite CNN prediction: Highway (confidence: 0.73),S2C_MSIL2A_20260821T052641_R105_T43RGM_20260821T102216
1415,True,SeaLake,0.3039,2026-08-21T05:26:41.025000Z,5.810681,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.30),S2C_MSIL2A_20260821T052641_R105_T43RFM_20260821T102216
1416,False,UNKNOWN,,2026-08-23,51.387042,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 51.4%, threshold: 30.0%)",S2C_MSIL2A_20260821T052641_R105_T43RFN_20260821T102216
1417,False,UNKNOWN,,2026-08-23,92.603332,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 92.6%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGM_20260820T085718
1418,False,UNKNOWN,,2026-08-23,86.289233,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.3%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PHN_20260820T085718
1419,False,UNKNOWN,,2026-08-23,97.146207,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 97.1%, threshold: 30.0%)",S2B_MSIL2A_20260822T054629_R048_T42QXK_20260822T075335
1420,False,UNKNOWN,,2026-08-23,80.348277,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 80.3%, threshold: 30.0%)",S2C_MSIL2A_20260824T053641_R005_T43RBH_20260824T102214
1421,True,SeaLake,0.5117,2026-08-21T05:26:41.025000Z,9.483559,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.51),S2C_MSIL2A_20260821T052641_R105_T43REN_20260821T102216
1422,False,UNKNOWN,,2026-08-23,51.387042,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 51.4%, threshold: 30.0%)",S2C_MSIL2A_20260821T052641_R105_T43RFN_20260821T102216
1423,False,UNKNOWN,,2026-08-23,88.573653,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 88.6%, threshold: 30.0%)",S2B_MSIL2A_20260819T053639_R005_T43QBB_20260819T091716
1424,False,UNKNOWN,,2026-08-23,75.456381,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 75.5%, threshold: 30.0%)",S2B_MSIL2A_20260826T052639_R105_T43QCC_20260826T091619
1425,False,UNKNOWN,,2026-08-23,70.194674,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 70.2%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGN_20260820T085718
1426,False,UNKNOWN,,2026-08-24,56.709534,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 56.7%, threshold: 30.0%)",S2A_MSIL2A_20260823T053241_R105_T44SKA_20260823T122218
1427,False,UNKNOWN,,2026-08-24,84.364516,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 84.4%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PHL_20260820T085718
1428,False,UNKNOWN,,2026-08-24,84.364516,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 84.4%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PHL_20260820T085718
1429,True,SeaLake,0.6563,2026-08-27T04:56:59.024000Z,27.89973,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.66),S2B_MSIL2A_20260827T045659_R119_T44PLS_20260827T084453
1430,False,UNKNOWN,,2026-08-24T05:36:41.025000Z,18.437696,Sentinel-2_L2A,Satellite metadata available but image download failed,S2C_MSIL2A_20260824T053641_R005_T43RDQ_20260824T102214
1431,False,UNKNOWN,,2026-08-24,89.111507,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 89.1%, threshold: 30.0%)",S2B_MSIL2A_20260821T043659_R033_T45QWG_20260821T082129
1432,False,UNKNOWN,,2026-08-24,58.248967,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 58.2%, threshold: 30.0%)",S2C_MSIL2A_20260819T044701_R076_T44QQE_20260819T091408
1433,False,UNKNOWN,,2026-08-24,81.757325,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 81.8%, threshold: 30.0%)",S2B_MSIL2A_20260824T044659_R076_T45QUG_20260824T082928
1434,False,UNKNOWN,,2026-08-24,85.739434,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 85.7%, threshold: 30.0%)",S2A_MSIL2A_20260823T053241_R105_T43RFQ_20260823T122218
1435,False,UNKNOWN,,2026-08-24,86.230373,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.2%, threshold: 30.0%)",S2B_MSIL2A_20260829T053639_R005_T42QYJ_20260829T091959
1436,False,UNKNOWN,,2026-08-24,94.783163,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 94.8%, threshold: 30.0%)",S2A_MSIL2A_20260829T055251_R048_T42QWK_20260829T121111
1437,False,UNKNOWN,,2026-08-24,94.42749,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 94.4%, threshold: 30.0%)",S2A_MSIL2A_20260829T055251_R048_T42QWL_20260829T121111
1438,False,UNKNOWN,,2026-08-25,39.76883,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 39.8%, threshold: 30.0%)",S2C_MSIL2A_20260828T051651_R062_T43PGS_20260828T101205
1439,False,UNKNOWN,,2026-08-25,41.267297,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 41.3%, threshold: 30.0%)",S2B_MSIL2A_20260830T050649_R019_T44PLB_20260830T085227
1440,False,UNKNOWN,,2026-08-25,55.1139,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 55.1%, threshold: 30.0%)",S2C_MSIL2A_20260828T051651_R062_T43PET_20260828T101205
1441,False,UNKNOWN,,2026-08-25,79.35245,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 79.4%, threshold: 30.0%)",S2B_MSIL2A_20260830T050649_R019_T44QLD_20260830T085227
1442,False,UNKNOWN,,2026-08-25,46.383104,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 46.4%, threshold: 30.0%)",S2B_MSIL2A_20260826T052639_R105_T43QDA_20260826T091619
1443,False,UNKNOWN,,2026-08-25,78.89027,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 78.9%, threshold: 30.0%)",S2B_MSIL2A_20260825T055629_R091_T42QWL_20260825T080255
1444,False,UNKNOWN,,2026-08-25,59.590232,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 59.6%, threshold: 30.0%)",S2C_MSIL2A_20260822T045651_R119_T44RQQ_20260822T095910
1445,False,UNKNOWN,,2026-08-25,92.261308,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 92.3%, threshold: 30.0%)",S2C_MSIL2A_20260828T051651_R062_T44QKJ_20260828T101205
1446,False,UNKNOWN,,2026-08-25,96.37242,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 96.4%, threshold: 30.0%)",S2B_MSIL2A_20260827T045659_R119_T44QNJ_20260827T084453
1447,False,UNKNOWN,,2026-08-25,96.37242,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 96.4%, threshold: 30.0%)",S2B_MSIL2A_20260827T045659_R119_T44QNJ_20260827T084453
1448,True,SeaLake,0.9764,2026-08-21T05:26:41.025000Z,5.810681,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.98),S2C_MSIL2A_20260821T052641_R105_T43RFM_20260821T102216
1449,False,UNKNOWN,,2026-08-25,66.344547,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 66.3%, threshold: 30.0%)",S2C_MSIL2A_20260825T050651_R019_T43PHS_20260825T100208
1450,False,UNKNOWN,,2026-08-25,47.935808,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 47.9%, threshold: 30.0%)",S2C_MSIL2A_20260828T051651_R062_T43PFS_20260828T101205
1451,False,UNKNOWN,,2026-08-25,39.76883,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 39.8%, threshold: 30.0%)",S2C_MSIL2A_20260828T051651_R062_T43PGS_20260828T101205
1452,False,UNKNOWN,,2026-08-25,47.935808,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 47.9%, threshold: 30.0%)",S2C_MSIL2A_20260828T051651_R062_T43PFS_20260828T101205
1453,True,AnnualCrop,0.6665,2026-08-21T05:26:41.025000Z,28.310645,Sentinel-2_L2A,Satellite CNN prediction: AnnualCrop (confidence: 0.67),S2C_MSIL2A_20260821T052641_R105_T43PCT_20260821T102216
1454,False,UNKNOWN,,2026-08-25,57.794803,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 57.8%, threshold: 30.0%)",S2B_MSIL2A_20260830T050649_R019_T44PKC_20260830T085227
1455,False,UNKNOWN,,2026-08-25,84.52763,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 84.5%, threshold: 30.0%)",S2C_MSIL2A_20260822T045651_R119_T44QME_20260822T095910
1456,False,UNKNOWN,,2026-08-25,91.847593,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 91.8%, threshold: 30.0%)",S2B_MSIL2A_20260829T053639_R005_T43QBA_20260829T092033
1457,False,UNKNOWN,,2026-08-25,46.383104,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 46.4%, threshold: 30.0%)",S2B_MSIL2A_20260826T052639_R105_T43QDA_20260826T091619
1458,False,UNKNOWN,,2026-08-25,96.37242,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 96.4%, threshold: 30.0%)",S2B_MSIL2A_20260827T045659_R119_T44QNJ_20260827T084453
1459,False,UNKNOWN,,2026-08-25,96.37242,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 96.4%, threshold: 30.0%)",S2B_MSIL2A_20260827T045659_R119_T44QNJ_20260827T084453
1460,False,UNKNOWN,,2026-08-25,96.37242,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 96.4%, threshold: 30.0%)",S2B_MSIL2A_20260827T045659_R119_T44QNJ_20260827T084453
1461,False,UNKNOWN,,2026-08-25,96.37242,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 96.4%, threshold: 30.0%)",S2B_MSIL2A_20260827T045659_R119_T44QNJ_20260827T084453
1462,False,UNKNOWN,,2026-08-25,98.457193,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 98.5%, threshold: 30.0%)",S2B_MSIL2A_20260827T045659_R119_T44QPK_20260827T084453
1463,False,UNKNOWN,,2026-08-25,98.457193,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 98.5%, threshold: 30.0%)",S2B_MSIL2A_20260827T045659_R119_T44QPK_20260827T084453
